year,experiment,source,rep,date,location,species,frequency,behaviour,initials,citation_DOI
2021,balcony birdwatching,full,36,2021-09-23,"Rouge Park, Scarborough, Ontario",Ardea herodias,3,swimming,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,59,2021-09-28,"Simcoe Point, Pickering, Ontario",Ardea herodias,5,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,60,2021-09-28,"Simcoe Point, Pickering, Ontario",Ardea herodias,3,swimming,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,61,2021-09-28,"Simcoe Point, Pickering, Ontario",Ardea herodias,1,inactive,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,108,2021-10-07,"Rouge Park, Scarborough, Ontario",Ardea herodias,2,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,109,2021-10-07,"Rouge Park, Scarborough, Ontario",Ardea herodias,3,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,4,2021-09-20,"Claireville Conservation, Brampton, Ontario",Passer domesticus,2,inactive,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,5,2021-09-20,"Claireville Conservation, Brampton, Ontario",Passer domesticus,4,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,20,2021-09-23,"Rouge Park, Scarborough, Ontario",Passer domesticus,2,flying,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,21,2021-09-23,"Rouge Park, Scarborough, Ontario",Passer domesticus,3,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,39,2021-09-25,"Toogood Pond, Markham, Ontario",Passer domesticus,3,none,JK,10.6084/m9.figshare.16804525
